series_id,year,label,value,series_name,month,date
LNS14000000,1956,1956 Nov,4.3,seas-unemployment-all,11,1956-11-01
LNS14000000,1956,1956 Dec,4.2,seas-unemployment-all,12,1956-12-01
LNS14000000,1957,1957 Jan,4.2,seas-unemployment-all,1,1957-01-01
LNS14000000,1957,1957 Feb,3.9,seas-unemployment-all,2,1957-02-01
LNS14000000,1957,1957 Mar,3.7,seas-unemployment-all,3,1957-03-01
LNS14000000,1957,1957 Apr,3.9,seas-unemployment-all,4,1957-04-01
LNS14000000,1957,1957 May,4.1,seas-unemployment-all,5,1957-05-01
LNS14000000,1957,1957 Jun,4.3,seas-unemployment-all,6,1957-06-01
LNS14000000,1957,1957 Jul,4.2,seas-unemployment-all,7,1957-07-01
LNS14000000,1957,1957 Aug,4.1,seas-unemployment-all,8,1957-08-01
LNS14000000,1957,1957 Sep,4.4,seas-unemployment-all,9,1957-09-01
LNS14000000,1957,1957 Oct,4.5,seas-unemployment-all,10,1957-10-01
LNS14000000,1957,1957 Nov,5.1,seas-unemployment-all,11,1957-11-01
LNS14000000,1957,1957 Dec,5.2,seas-unemployment-all,12,1957-12-01
LNS14000000,1958,1958 Jan,5.8,seas-unemployment-all,1,1958-01-01
LNS14000000,1958,1958 Feb,6.4,seas-unemployment-all,2,1958-02-01
LNS14000000,1958,1958 Mar,6.7,seas-unemployment-all,3,1958-03-01
LNS14000000,1958,1958 Apr,7.4,seas-unemployment-all,4,1958-04-01
LNS14000000,1958,1958 May,7.4,seas-unemployment-all,5,1958-05-01
LNS14000000,1958,1958 Jun,7.3,seas-unemployment-all,6,1958-06-01
LNS14000000,1958,1958 Jul,7.5,seas-unemployment-all,7,1958-07-01
LNS14000000,1958,1958 Aug,7.4,seas-unemployment-all,8,1958-08-01
LNS14000000,1958,1958 Sep,7.1,seas-unemployment-all,9,1958-09-01
LNS14000000,1958,1958 Oct,6.7,seas-unemployment-all,10,1958-10-01
LNS14000000,1958,1958 Nov,6.2,seas-unemployment-all,11,1958-11-01
LNS14000000,1958,1958 Dec,6.2,seas-unemployment-all,12,1958-12-01
LNS14000000,1959,1959 Jan,6.0,seas-unemployment-all,1,1959-01-01
LNS14000000,1959,1959 Feb,5.9,seas-unemployment-all,2,1959-02-01
LNS14000000,1959,1959 Mar,5.6,seas-unemployment-all,3,1959-03-01
LNS14000000,1959,1959 Apr,5.2,seas-unemployment-all,4,1959-04-01
LNS14000000,1959,1959 May,5.1,seas-unemployment-all,5,1959-05-01
LNS14000000,1959,1959 Jun,5.0,seas-unemployment-all,6,1959-06-01
LNS14000000,1959,1959 Jul,5.1,seas-unemployment-all,7,1959-07-01
LNS14000000,1959,1959 Aug,5.2,seas-unemployment-all,8,1959-08-01
LNS14000000,1959,1959 Sep,5.5,seas-unemployment-all,9,1959-09-01
LNS14000000,1959,1959 Oct,5.7,seas-unemployment-all,10,1959-10-01
LNS14000000,1959,1959 Nov,5.8,seas-unemployment-all,11,1959-11-01
LNS14000000,1959,1959 Dec,5.3,seas-unemployment-all,12,1959-12-01
LNS14000000,1960,1960 Jan,5.2,seas-unemployment-all,1,1960-01-01
LNS14000000,1960,1960 Feb,4.8,seas-unemployment-all,2,1960-02-01
LNS14000000,1960,1960 Mar,5.4,seas-unemployment-all,3,1960-03-01
LNS14000000,1960,1960 Apr,5.2,seas-unemployment-all,4,1960-04-01
LNS14000000,1960,1960 May,5.1,seas-unemployment-all,5,1960-05-01
LNS14000000,1960,1960 Jun,5.4,seas-unemployment-all,6,1960-06-01
LNS14000000,1960,1960 Jul,5.5,seas-unemployment-all,7,1960-07-01
LNS14000000,1960,1960 Aug,5.6,seas-unemployment-all,8,1960-08-01
LNS14000000,1960,1960 Sep,5.5,seas-unemployment-all,9,1960-09-01
LNS14000000,1960,1960 Oct,6.1,seas-unemployment-all,10,1960-10-01
LNS14000000,1960,1960 Nov,6.1,seas-unemployment-all,11,1960-11-01
LNS14000000,1960,1960 Dec,6.6,seas-unemployment-all,12,1960-12-01
LNS14000000,1961,1961 Jan,6.6,seas-unemployment-all,1,1961-01-01
LNS14000000,1961,1961 Feb,6.9,seas-unemployment-all,2,1961-02-01
LNS14000000,1961,1961 Mar,6.9,seas-unemployment-all,3,1961-03-01
LNS14000000,1961,1961 Apr,7.0,seas-unemployment-all,4,1961-04-01
LNS14000000,1961,1961 May,7.1,seas-unemployment-all,5,1961-05-01
LNS14000000,1961,1961 Jun,6.9,seas-unemployment-all,6,1961-06-01
LNS14000000,1961,1961 Jul,7.0,seas-unemployment-all,7,1961-07-01
LNS14000000,1961,1961 Aug,6.6,seas-unemployment-all,8,1961-08-01
LNS14000000,1961,1961 Sep,6.7,seas-unemployment-all,9,1961-09-01
LNS14000000,1961,1961 Oct,6.5,seas-unemployment-all,10,1961-10-01
LNS14000000,1961,1961 Nov,6.1,seas-unemployment-all,11,1961-11-01
LNS14000000,1961,1961 Dec,6.0,seas-unemployment-all,12,1961-12-01
LNS14000000,1962,1962 Jan,5.8,seas-unemployment-all,1,1962-01-01
LNS14000000,1962,1962 Feb,5.5,seas-unemployment-all,2,1962-02-01
LNS14000000,1962,1962 Mar,5.6,seas-unemployment-all,3,1962-03-01
LNS14000000,1962,1962 Apr,5.6,seas-unemployment-all,4,1962-04-01
LNS14000000,1962,1962 May,5.5,seas-unemployment-all,5,1962-05-01
LNS14000000,1962,1962 Jun,5.5,seas-unemployment-all,6,1962-06-01
LNS14000000,1962,1962 Jul,5.4,seas-unemployment-all,7,1962-07-01
LNS14000000,1962,1962 Aug,5.7,seas-unemployment-all,8,1962-08-01
LNS14000000,1962,1962 Sep,5.6,seas-unemployment-all,9,1962-09-01
LNS14000000,1962,1962 Oct,5.4,seas-unemployment-all,10,1962-10-01
LNS14000000,1962,1962 Nov,5.7,seas-unemployment-all,11,1962-11-01
LNS14000000,1962,1962 Dec,5.5,seas-unemployment-all,12,1962-12-01
LNS14000000,1963,1963 Jan,5.7,seas-unemployment-all,1,1963-01-01
LNS14000000,1963,1963 Feb,5.9,seas-unemployment-all,2,1963-02-01
LNS14000000,1963,1963 Mar,5.7,seas-unemployment-all,3,1963-03-01
LNS14000000,1963,1963 Apr,5.7,seas-unemployment-all,4,1963-04-01
LNS14000000,1963,1963 May,5.9,seas-unemployment-all,5,1963-05-01
LNS14000000,1963,1963 Jun,5.6,seas-unemployment-all,6,1963-06-01
LNS14000000,1963,1963 Jul,5.6,seas-unemployment-all,7,1963-07-01
LNS14000000,1963,1963 Aug,5.4,seas-unemployment-all,8,1963-08-01
LNS14000000,1963,1963 Sep,5.5,seas-unemployment-all,9,1963-09-01
LNS14000000,1963,1963 Oct,5.5,seas-unemployment-all,10,1963-10-01
LNS14000000,1963,1963 Nov,5.7,seas-unemployment-all,11,1963-11-01
LNS14000000,1963,1963 Dec,5.5,seas-unemployment-all,12,1963-12-01
LNS14000000,1964,1964 Jan,5.6,seas-unemployment-all,1,1964-01-01
LNS14000000,1964,1964 Feb,5.4,seas-unemployment-all,2,1964-02-01
LNS14000000,1964,1964 Mar,5.4,seas-unemployment-all,3,1964-03-01
LNS14000000,1964,1964 Apr,5.3,seas-unemployment-all,4,1964-04-01
LNS14000000,1964,1964 May,5.1,seas-unemployment-all,5,1964-05-01
LNS14000000,1964,1964 Jun,5.2,seas-unemployment-all,6,1964-06-01
LNS14000000,1964,1964 Jul,4.9,seas-unemployment-all,7,1964-07-01
LNS14000000,1964,1964 Aug,5.0,seas-unemployment-all,8,1964-08-01
LNS14000000,1964,1964 Sep,5.1,seas-unemployment-all,9,1964-09-01
LNS14000000,1964,1964 Oct,5.1,seas-unemployment-all,10,1964-10-01
LNS14000000,1964,1964 Nov,4.8,seas-unemployment-all,11,1964-11-01
LNS14000000,1964,1964 Dec,5.0,seas-unemployment-all,12,1964-12-01
LNS14000000,1965,1965 Jan,4.9,seas-unemployment-all,1,1965-01-01
LNS14000000,1965,1965 Feb,5.1,seas-unemployment-all,2,1965-02-01
LNS14000000,1965,1965 Mar,4.7,seas-unemployment-all,3,1965-03-01
LNS14000000,1965,1965 Apr,4.8,seas-unemployment-all,4,1965-04-01
LNS14000000,1965,1965 May,4.6,seas-unemployment-all,5,1965-05-01
LNS14000000,1965,1965 Jun,4.6,seas-unemployment-all,6,1965-06-01
LNS14000000,1965,1965 Jul,4.4,seas-unemployment-all,7,1965-07-01
LNS14000000,1965,1965 Aug,4.4,seas-unemployment-all,8,1965-08-01
LNS14000000,1965,1965 Sep,4.3,seas-unemployment-all,9,1965-09-01
LNS14000000,1965,1965 Oct,4.2,seas-unemployment-all,10,1965-10-01
LNS14000000,1965,1965 Nov,4.1,seas-unemployment-all,11,1965-11-01
LNS14000000,1965,1965 Dec,4.0,seas-unemployment-all,12,1965-12-01
LNS14000000,1966,1966 Jan,4.0,seas-unemployment-all,1,1966-01-01
LNS14000000,1966,1966 Feb,3.8,seas-unemployment-all,2,1966-02-01
LNS14000000,1966,1966 Mar,3.8,seas-unemployment-all,3,1966-03-01
LNS14000000,1966,1966 Apr,3.8,seas-unemployment-all,4,1966-04-01
LNS14000000,1966,1966 May,3.9,seas-unemployment-all,5,1966-05-01
LNS14000000,1966,1966 Jun,3.8,seas-unemployment-all,6,1966-06-01
LNS14000000,1966,1966 Jul,3.8,seas-unemployment-all,7,1966-07-01
LNS14000000,1966,1966 Aug,3.8,seas-unemployment-all,8,1966-08-01
LNS14000000,1966,1966 Sep,3.7,seas-unemployment-all,9,1966-09-01
LNS14000000,1966,1966 Oct,3.7,seas-unemployment-all,10,1966-10-01
LNS14000000,1966,1966 Nov,3.6,seas-unemployment-all,11,1966-11-01
LNS14000000,1966,1966 Dec,3.8,seas-unemployment-all,12,1966-12-01
LNS14000000,1967,1967 Jan,3.9,seas-unemployment-all,1,1967-01-01
LNS14000000,1967,1967 Feb,3.8,seas-unemployment-all,2,1967-02-01
LNS14000000,1967,1967 Mar,3.8,seas-unemployment-all,3,1967-03-01
LNS14000000,1967,1967 Apr,3.8,seas-unemployment-all,4,1967-04-01
LNS14000000,1967,1967 May,3.8,seas-unemployment-all,5,1967-05-01
LNS14000000,1967,1967 Jun,3.9,seas-unemployment-all,6,1967-06-01
LNS14000000,1967,1967 Jul,3.8,seas-unemployment-all,7,1967-07-01
LNS14000000,1967,1967 Aug,3.8,seas-unemployment-all,8,1967-08-01
LNS14000000,1967,1967 Sep,3.8,seas-unemployment-all,9,1967-09-01
LNS14000000,1967,1967 Oct,4.0,seas-unemployment-all,10,1967-10-01
LNS14000000,1967,1967 Nov,3.9,seas-unemployment-all,11,1967-11-01
LNS14000000,1967,1967 Dec,3.8,seas-unemployment-all,12,1967-12-01
LNS14000000,1968,1968 Jan,3.7,seas-unemployment-all,1,1968-01-01
LNS14000000,1968,1968 Feb,3.8,seas-unemployment-all,2,1968-02-01
LNS14000000,1968,1968 Mar,3.7,seas-unemployment-all,3,1968-03-01
LNS14000000,1968,1968 Apr,3.5,seas-unemployment-all,4,1968-04-01
LNS14000000,1968,1968 May,3.5,seas-unemployment-all,5,1968-05-01
LNS14000000,1968,1968 Jun,3.7,seas-unemployment-all,6,1968-06-01
LNS14000000,1968,1968 Jul,3.7,seas-unemployment-all,7,1968-07-01
LNS14000000,1968,1968 Aug,3.5,seas-unemployment-all,8,1968-08-01
LNS14000000,1968,1968 Sep,3.4,seas-unemployment-all,9,1968-09-01
LNS14000000,1968,1968 Oct,3.4,seas-unemployment-all,10,1968-10-01
LNS14000000,1968,1968 Nov,3.4,seas-unemployment-all,11,1968-11-01
LNS14000000,1968,1968 Dec,3.4,seas-unemployment-all,12,1968-12-01
LNS14000000,1969,1969 Jan,3.4,seas-unemployment-all,1,1969-01-01
LNS14000000,1969,1969 Feb,3.4,seas-unemployment-all,2,1969-02-01
LNS14000000,1969,1969 Mar,3.4,seas-unemployment-all,3,1969-03-01
LNS14000000,1969,1969 Apr,3.4,seas-unemployment-all,4,1969-04-01
LNS14000000,1969,1969 May,3.4,seas-unemployment-all,5,1969-05-01
LNS14000000,1969,1969 Jun,3.5,seas-unemployment-all,6,1969-06-01
LNS14000000,1969,1969 Jul,3.5,seas-unemployment-all,7,1969-07-01
LNS14000000,1969,1969 Aug,3.5,seas-unemployment-all,8,1969-08-01
LNS14000000,1969,1969 Sep,3.7,seas-unemployment-all,9,1969-09-01
LNS14000000,1969,1969 Oct,3.7,seas-unemployment-all,10,1969-10-01
LNS14000000,1969,1969 Nov,3.5,seas-unemployment-all,11,1969-11-01
LNS14000000,1969,1969 Dec,3.5,seas-unemployment-all,12,1969-12-01
LNS14000000,1970,1970 Jan,3.9,seas-unemployment-all,1,1970-01-01
LNS14000000,1970,1970 Feb,4.2,seas-unemployment-all,2,1970-02-01
LNS14000000,1970,1970 Mar,4.4,seas-unemployment-all,3,1970-03-01
LNS14000000,1970,1970 Apr,4.6,seas-unemployment-all,4,1970-04-01
LNS14000000,1970,1970 May,4.8,seas-unemployment-all,5,1970-05-01
LNS14000000,1970,1970 Jun,4.9,seas-unemployment-all,6,1970-06-01
LNS14000000,1970,1970 Jul,5.0,seas-unemployment-all,7,1970-07-01
LNS14000000,1970,1970 Aug,5.1,seas-unemployment-all,8,1970-08-01
LNS14000000,1970,1970 Sep,5.4,seas-unemployment-all,9,1970-09-01
LNS14000000,1970,1970 Oct,5.5,seas-unemployment-all,10,1970-10-01
LNS14000000,1970,1970 Nov,5.9,seas-unemployment-all,11,1970-11-01
LNS14000000,1970,1970 Dec,6.1,seas-unemployment-all,12,1970-12-01
LNS14000000,1971,1971 Jan,5.9,seas-unemployment-all,1,1971-01-01
LNS14000000,1971,1971 Feb,5.9,seas-unemployment-all,2,1971-02-01
LNS14000000,1971,1971 Mar,6.0,seas-unemployment-all,3,1971-03-01
LNS14000000,1971,1971 Apr,5.9,seas-unemployment-all,4,1971-04-01
LNS14000000,1971,1971 May,5.9,seas-unemployment-all,5,1971-05-01
LNS14000000,1971,1971 Jun,5.9,seas-unemployment-all,6,1971-06-01
LNS14000000,1971,1971 Jul,6.0,seas-unemployment-all,7,1971-07-01
LNS14000000,1971,1971 Aug,6.1,seas-unemployment-all,8,1971-08-01
LNS14000000,1971,1971 Sep,6.0,seas-unemployment-all,9,1971-09-01
LNS14000000,1971,1971 Oct,5.8,seas-unemployment-all,10,1971-10-01
LNS14000000,1971,1971 Nov,6.0,seas-unemployment-all,11,1971-11-01
LNS14000000,1971,1971 Dec,6.0,seas-unemployment-all,12,1971-12-01
LNS14000000,1972,1972 Jan,5.8,seas-unemployment-all,1,1972-01-01
LNS14000000,1972,1972 Feb,5.7,seas-unemployment-all,2,1972-02-01
LNS14000000,1972,1972 Mar,5.8,seas-unemployment-all,3,1972-03-01
LNS14000000,1972,1972 Apr,5.7,seas-unemployment-all,4,1972-04-01
LNS14000000,1972,1972 May,5.7,seas-unemployment-all,5,1972-05-01
LNS14000000,1972,1972 Jun,5.7,seas-unemployment-all,6,1972-06-01
LNS14000000,1972,1972 Jul,5.6,seas-unemployment-all,7,1972-07-01
LNS14000000,1972,1972 Aug,5.6,seas-unemployment-all,8,1972-08-01
LNS14000000,1972,1972 Sep,5.5,seas-unemployment-all,9,1972-09-01
LNS14000000,1972,1972 Oct,5.6,seas-unemployment-all,10,1972-10-01
LNS14000000,1972,1972 Nov,5.3,seas-unemployment-all,11,1972-11-01
LNS14000000,1972,1972 Dec,5.2,seas-unemployment-all,12,1972-12-01
LNS14000000,1973,1973 Jan,4.9,seas-unemployment-all,1,1973-01-01
LNS14000000,1973,1973 Feb,5.0,seas-unemployment-all,2,1973-02-01
LNS14000000,1973,1973 Mar,4.9,seas-unemployment-all,3,1973-03-01
LNS14000000,1973,1973 Apr,5.0,seas-unemployment-all,4,1973-04-01
LNS14000000,1973,1973 May,4.9,seas-unemployment-all,5,1973-05-01
LNS14000000,1973,1973 Jun,4.9,seas-unemployment-all,6,1973-06-01
LNS14000000,1973,1973 Jul,4.8,seas-unemployment-all,7,1973-07-01
LNS14000000,1973,1973 Aug,4.8,seas-unemployment-all,8,1973-08-01
LNS14000000,1973,1973 Sep,4.8,seas-unemployment-all,9,1973-09-01
LNS14000000,1973,1973 Oct,4.6,seas-unemployment-all,10,1973-10-01
LNS14000000,1973,1973 Nov,4.8,seas-unemployment-all,11,1973-11-01
LNS14000000,1973,1973 Dec,4.9,seas-unemployment-all,12,1973-12-01
LNS14000000,1974,1974 Jan,5.1,seas-unemployment-all,1,1974-01-01
LNS14000000,1974,1974 Feb,5.2,seas-unemployment-all,2,1974-02-01
LNS14000000,1974,1974 Mar,5.1,seas-unemployment-all,3,1974-03-01
LNS14000000,1974,1974 Apr,5.1,seas-unemployment-all,4,1974-04-01
LNS14000000,1974,1974 May,5.1,seas-unemployment-all,5,1974-05-01
LNS14000000,1974,1974 Jun,5.4,seas-unemployment-all,6,1974-06-01
LNS14000000,1974,1974 Jul,5.5,seas-unemployment-all,7,1974-07-01
LNS14000000,1974,1974 Aug,5.5,seas-unemployment-all,8,1974-08-01
LNS14000000,1974,1974 Sep,5.9,seas-unemployment-all,9,1974-09-01
LNS14000000,1974,1974 Oct,6.0,seas-unemployment-all,10,1974-10-01
LNS14000000,1974,1974 Nov,6.6,seas-unemployment-all,11,1974-11-01
LNS14000000,1974,1974 Dec,7.2,seas-unemployment-all,12,1974-12-01
LNS14000000,1975,1975 Jan,8.1,seas-unemployment-all,1,1975-01-01
LNS14000000,1975,1975 Feb,8.1,seas-unemployment-all,2,1975-02-01
LNS14000000,1975,1975 Mar,8.6,seas-unemployment-all,3,1975-03-01
LNS14000000,1975,1975 Apr,8.8,seas-unemployment-all,4,1975-04-01
LNS14000000,1975,1975 May,9.0,seas-unemployment-all,5,1975-05-01
LNS14000000,1975,1975 Jun,8.8,seas-unemployment-all,6,1975-06-01
LNS14000000,1975,1975 Jul,8.6,seas-unemployment-all,7,1975-07-01
LNS14000000,1975,1975 Aug,8.4,seas-unemployment-all,8,1975-08-01
LNS14000000,1975,1975 Sep,8.4,seas-unemployment-all,9,1975-09-01
LNS14000000,1975,1975 Oct,8.4,seas-unemployment-all,10,1975-10-01
LNS14000000,1975,1975 Nov,8.3,seas-unemployment-all,11,1975-11-01
LNS14000000,1975,1975 Dec,8.2,seas-unemployment-all,12,1975-12-01
LNS14000000,1976,1976 Jan,7.9,seas-unemployment-all,1,1976-01-01
LNS14000000,1976,1976 Feb,7.7,seas-unemployment-all,2,1976-02-01
LNS14000000,1976,1976 Mar,7.6,seas-unemployment-all,3,1976-03-01
LNS14000000,1976,1976 Apr,7.7,seas-unemployment-all,4,1976-04-01
LNS14000000,1976,1976 May,7.4,seas-unemployment-all,5,1976-05-01
LNS14000000,1976,1976 Jun,7.6,seas-unemployment-all,6,1976-06-01
LNS14000000,1976,1976 Jul,7.8,seas-unemployment-all,7,1976-07-01
LNS14000000,1976,1976 Aug,7.8,seas-unemployment-all,8,1976-08-01
LNS14000000,1976,1976 Sep,7.6,seas-unemployment-all,9,1976-09-01
LNS14000000,1976,1976 Oct,7.7,seas-unemployment-all,10,1976-10-01
LNS14000000,1976,1976 Nov,7.8,seas-unemployment-all,11,1976-11-01
LNS14000000,1976,1976 Dec,7.8,seas-unemployment-all,12,1976-12-01
LNS14000000,1977,1977 Jan,7.5,seas-unemployment-all,1,1977-01-01
LNS14000000,1977,1977 Feb,7.6,seas-unemployment-all,2,1977-02-01
